Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
ST280,Emmitt-164,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,180,Emmitt Smith,0,
ST281,Troy of Dallas,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,175,Troy Aikman,0,
ST282,Goggles,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,175,Eric Dickerson,0,
ST283,Howietzer,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,175,Howie Long,0,
ST284,Thurmanator,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,175,Thurman Thomas,0,
ST285,Bus,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,175,Jerome Bettis,0,
ST286,Machine Gun,Debut,Sore Thumb Battlefoil,Fire,SP,175,Jim Kelly,0,
ST287,Cutback,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,165,Barry Sanders,0,
ST288,Sea-Largent,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,165,Steve Largent,0,
ST289,Boz,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,165,Brian Bosworth,0,
ST290,Allenwrench,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,165,Marcus Allen,0,
ST291,Ultimate Weapon,Debut,Sore Thumb Battlefoil,Fire,SP,165,Randall Cunningham,0,
ST292,Shuffler,Debut,Sore Thumb Battlefoil,Fire,SP,165,Jim McMahon,0,
ST293,Boom,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,160,Boomer Esiason,0,
ST294,Dentist,Debut,Sore Thumb Battlefoil,Fire,SP,160,Richard Dent,0,
ST295,Vinniverde,Debut,Sore Thumb Battlefoil,Fire,SP,160,Vinny Testaverde,0,
ST296,Afterbern,Debut,Sore Thumb Battlefoil,Fire,SP,160,Bernie Kosar,0,
ST297,Sack King,Debut,Sore Thumb Battlefoil,Fire,SP,160,Bruce Smith,0,
ST298,Incredible Faulk,Debut,Sore Thumb Battlefoil,Fire,SP,160,Marshall Faulk,0,
ST299,Mann-O-War,Debut,Sore Thumb Battlefoil,Fire,SP,160,Charles Mann,0,
ST300,Timmy,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,155,Tim Brown,0,
ST301,Haley's Comet,Debut,Sore Thumb Battlefoil,Fire,SP,155,Charles Haley,0,
ST302,Ickey,Debut,Sore Thumb Battlefoil,Fire,SP,155,Ickey Woods,0,
ST303,Full Moon,Debut,Sore Thumb Battlefoil,Fire,SP,155,Warren Moon,0,
ST304,Philament,Debut,Sore Thumb Battlefoil,Fire,SP,155,Phil Simms,0,
ST305,Key Keeper,Debut,Sore Thumb Battlefoil,Fire,SP,155,Luke Kuechly,0,
ST306,T.D.,Debut,Sore Thumb Battlefoil,Fire,SP,155,Tony Dorsett,0,
ST307,Sterling,Tecmo Bowl,Sore Thumb Battlefoil,Fire,SP,150,Sterling Sharpe,0,
ST308,Too Tall,Debut,Sore Thumb Battlefoil,Fire,SP,150,"Ed ""Too Tall"" Jones",0,
ST309,Fridge,Debut,Sore Thumb Battlefoil,Fire,SP,150,William Perry,0,
ST310,Samurai Mike,Debut,Sore Thumb Battlefoil,Fire,SP,150,Mike Singletary,0,
ST311,Monk,Debut,Sore Thumb Battlefoil,Fire,SP,150,Art Monk,0,
ST312,Krieghawk,Debut,Sore Thumb Battlefoil,Fire,SP,150,Dave Krieg,0,
ST313,Undrafted Wrecking Ball,Debut,Sore Thumb Battlefoil,Fire,SP,150,Gary Clark,0,
ST314,Highjump,Debut,Sore Thumb Battlefoil,Fire,SP,150,Alonzo Highsmith,0,
ST315,Curt Locker,Debut,Sore Thumb Battlefoil,Fire,SP,150,Curt Warner,0,
ST316,Calf Roper,Debut,Sore Thumb Battlefoil,Fire,SP,145,Eric Metcalf,0,
ST317,Novacaine,Debut,Sore Thumb Battlefoil,Fire,SP,145,Jay Novacek,0,
ST318,Carrier,Debut,Sore Thumb Battlefoil,Fire,SP,145,Mark Carrier,0,
ST319,Amigo One,Debut,Sore Thumb Battlefoil,Fire,SP,145,Mark Jackson,0,
ST320,Quick Draw,Debut,Sore Thumb Battlefoil,Fire,SP,145,Mike Quick,0,
ST321,Bank Robber,Debut,Sore Thumb Battlefoil,Fire,SP,145,Carl Banks,0,
ST322,Claymore,Debut,Sore Thumb Battlefoil,Fire,SP,145,Clay Matthews Jr.,0,
ST323,Biscuit,Debut,Sore Thumb Battlefoil,Fire,SP,145,Cornelius Bennett,0,
ST324,Underdoug,Debut,Sore Thumb Battlefoil,Fire,SP,145,Doug Williams,0,
ST325,Mountain Drew,Debut,Sore Thumb Battlefoil,Fire,SP,140,Drew Bledsoe,0,
ST326,Dwight Noise,Debut,Sore Thumb Battlefoil,Fire,SP,140,Dwight Stephenson,0,
ST327,Green Light,Debut,Sore Thumb Battlefoil,Fire,SP,140,Harold Green,0,
ST328,K-Mack,Debut,Sore Thumb Battlefoil,Fire,SP,140,Kevin Mack,0,
ST329,Pepper Spray,Debut,Sore Thumb Battlefoil,Fire,SP,140,Pepper Johnson,0,
ST330,The Manster,Debut,Sore Thumb Battlefoil,Fire,SP,140,Randy White,0,
ST331,Woodchipper,Debut,Sore Thumb Battlefoil,Fire,SP,140,Rod Woodson,0,
ST332,Gaultfather,Debut,Sore Thumb Battlefoil,Fire,SP,140,Willie Gault,0,
ST333,Jolly Roger,Debut,Sore Thumb Battlefoil,Fire,SP,140,Roger Craig,0,
ST334,Sevenring,First Edition,Sore Thumb Battlefoil,Fire,SP,185,Tom Brady,0,
ST335,Joe Cool,First Edition,Sore Thumb Battlefoil,Fire,SP,185,Joe Montana,0,
ST336,Neon,First Edition,Sore Thumb Battlefoil,Fire,SP,180,Deion Sanders,0,
ST337,Sheriff,First Edition,Sore Thumb Battlefoil,Fire,SP,180,Peyton Manning,0,
ST338,Sweetest of Sweet,First Edition,Sore Thumb Battlefoil,Fire,SP,175,Walter Payton,0,
ST339,Hands,First Edition,Sore Thumb Battlefoil,Fire,SP,175,Jerry Rice,0,
ST340,Hands,First Edition,Sore Thumb Battlefoil,Fire,,135,Jerry Rice,0,
ST341,Joe Cool,First Edition,Sore Thumb Battlefoil,Fire,,135,Joe Montana,0,
ST342,Merlomes,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,135,Patrick Mahomes,0,
ST343,Dart-Board,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,135,Jaxson Dart,0,
ST344,Bison,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,135,Josh Allen,0,
ST345,Warp,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,135,Lamar Jackson,0,
ST346,Bayou,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,130,Ja'Marr Chase,0,
ST347,J-Jetts,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,130,Justin Jefferson,0,
ST348,Reindeer Hunter,First Edition,Sore Thumb Battlefoil,Fire,,130,Myles Garrett,0,
ST349,Swervin’,First Edition,Sore Thumb Battlefoil,Fire,,130,Michael Irvin,0,
ST350,MoD,First Edition,Sore Thumb Battlefoil,Fire,,130,Reggie White,0,
ST351,Quads,First Edition,Sore Thumb Battlefoil,Fire,,130,Saquon Barkley,0,
ST352,Darn Old,First Edition,Sore Thumb Battlefoil,Fire,,125,Sam Darnold,0,
ST353,Phoenix,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,125,Bo Nix,0,
ST354,Jax-In-the-Box,First Edition,Sore Thumb Battlefoil,Fire,,125,Jaxon Smith-Njigba,0,
ST355,Eagle-Eye,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,125,Jalen Hurts,0,
ST356,Shrouded,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,125,C.J. Stroud,0,
ST357,Myracle,First Edition,Sore Thumb Battlefoil,Fire,,125,Jahmyr Gibbs,0,
ST358,Skatter,First Edition,Sore Thumb Battlefoil,Fire,,120,Cam Skattebo,0,
ST359,Warden,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,120,Cam Ward,0,
ST360,Yeti,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,120,Travis Kelce,0,
ST361,BrockNess,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,120,Brock Bowers,0,
ST362,McArmyKnife,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,120,Christian McCaffrey,0,
ST363,Muffin Man,First Edition,Sore Thumb Battlefoil,Fire,,120,Baker Mayfield,0,
ST364,Youngblood,First Edition,Sore Thumb Battlefoil,Fire,,115,Bryce Young,0,
ST365,Switchblade,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,115,Travis Hunter,0,
ST366,McVillain,First Edition,Sore Thumb Battlefoil,Fire,,115,Tetairoa McMillan,0,
ST367,Quarter Staff,First Edition,Sore Thumb Battlefoil,Fire,,115,Matthew Stafford,0,
ST368,Judkernaught,First Edition,Sore Thumb Battlefoil,Fire,,115,Quinshon Judkins,0,
ST369,Jeanetic,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,115,Ashton Jeanty,0,
ST370,Coinslot,First Edition,Sore Thumb Battlefoil,Fire,,110,Daniel Jones,0,
ST371,Chanesaw,First Edition,Sore Thumb Battlefoil,Fire,,110,Devon Achane,0,
ST372,Mr. Irrelevant,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,110,Brock Purdy,0,
ST373,Shadowstrike,First Edition,Sore Thumb Battlefoil,Fire,,110,Davante Adams,0,
ST374,Shepherd,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,110,CeeDee Lamb,0,
ST375,Scary,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,110,Terry McLaurin,0,
ST376,Lawman,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,105,Trevor Lawrence,0,
ST377,Buttman,First Edition,Sore Thumb Battlefoil,Fire,,105,Marion Butts,0,
ST378,Criscross,First Edition,Sore Thumb Battlefoil,Fire,,105,Cris Carter,0,
ST379,Rockhead,First Edition,Sore Thumb Battlefoil,Fire,,105,Chris Doleman,0,
ST380,Brawn,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,105,A.J. Brown,0,
ST381,DeVaulta,First Edition,Sore Thumb Battlefoil,Fire,,105,DeVonta Smith,0,
ST382,Hot Sauce,First Edition,Sore Thumb Battlefoil,Fire,,100,Sauce Gardener,0,
ST383,First Leap,First Edition,Sore Thumb Battlefoil,Fire,,100,LeRoy Butler,0,
ST384,Friday,First Edition,Sore Thumb Battlefoil,Fire,,100,Deebo Samuel,0,
ST385,Barreler,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,100,Cooper Kupp,0,
ST386,Watterslide,First Edition,Sore Thumb Battlefoil,Fire,,100,Ricky Watters,0,
ST387,Cannon,First Edition,Sore Thumb Battlefoil,Fire,,100,Rich Gannon,0,
ST388,Furnest,First Edition,Sore Thumb Battlefoil,Fire,,95,Earnest Byner,0,
ST389,Hot Rod,First Edition,Sore Thumb Battlefoil,Fire,,95,Rodney Hampton,0,
ST390,Golden Bullet,Tecmo Bowl,Sore Thumb Battlefoil,Fire,,95,Matthew Golden,0,
ST391,Billiard,First Edition,Sore Thumb Battlefoil,Fire,,95,Dalton Hillard,0,
ST392,Ryptillian,First Edition,Sore Thumb Battlefoil,Fire,,95,Mark Rypien,0,
ST393,Flippa,First Edition,Sore Thumb Battlefoil,Fire,,95,Flipper Anderson,0,
ST394,Slaughterhouse,First Edition,Sore Thumb Battlefoil,Fire,,90,Webster Slaughter,0,
ST395,Hammer,First Edition,Sore Thumb Battlefoil,Fire,,90,Omarion Hampton,0,
ST396,Majik Man,First Edition,Sore Thumb Battlefoil,Fire,,90,Don Majkowski,0,
ST397,A Bear,First Edition,Sore Thumb Battlefoil,Fire,,90,Bobby Hebert,0,
ST398,Moose,First Edition,Sore Thumb Battlefoil,Fire,,90,Daryl Johnston,0,
ST399,Hillicopter,First Edition,Sore Thumb Battlefoil,Fire,,90,Drew Hill,0,
ST400,Bojax,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,190,Bo Jackson,0,
ST401,Attak,Unmasked,Sore Thumb Battlefoil,Ice,SP,190,Dak Prescott,0,
ST402,Pukadot,Unmasked,Sore Thumb Battlefoil,Ice,SP,190,Puka Nacua,0,
ST403,Duke of Denver,Debut,Sore Thumb Battlefoil,Ice,SP,185,John Elway,0,
ST404,Brees,Debut,Sore Thumb Battlefoil,Ice,SP,185,Drew Brees,0,
ST405,Fear Himself,Debut,Sore Thumb Battlefoil,Ice,SP,185,Lawrence Taylor,0,
ST406,Mossed,Debut,Sore Thumb Battlefoil,Ice,SP,185,Randy Moss,0,
ST407,Nigerian Nightmare,Debut,Sore Thumb Battlefoil,Ice,SP,185,Christian Okoye,0,
ST408,Marino,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,180,Dan Marino,0,
ST409,Young-Gunner,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,180,Steve Young,0,
ST410,Gronk,Debut,Sore Thumb Battlefoil,Ice,SP,180,Rob Gronkowski,0,
ST411,Hitt Man,Debut,Sore Thumb Battlefoil,Ice,SP,180,Ronnie Lott,0,
ST412,Island Time,Debut,Sore Thumb Battlefoil,Ice,SP,180,Darrelle Revis,0,
ST413,Emmitt-164,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,180,Emmitt Smith,0,
ST414,Troy of Dallas,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,175,Troy Aikman,0,
ST415,Goggles,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,175,Eric Dickerson,0,
ST416,Howietzer,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,175,Howie Long,0,
ST417,Thurmanator,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,175,Thurman Thomas,0,
ST418,Bus,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,175,Jerome Bettis,0,
ST419,Machine Gun,Debut,Sore Thumb Battlefoil,Ice,SP,175,Jim Kelly,0,
ST420,Cutback,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,165,Barry Sanders,0,
ST421,Sea-Largent,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,165,Steve Largent,0,
ST422,Boz,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,165,Brian Bosworth,0,
ST423,Allenwrench,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,165,Marcus Allen,0,
ST424,Ultimate Weapon,Debut,Sore Thumb Battlefoil,Ice,SP,165,Randall Cunningham,0,
ST425,Shuffler,Debut,Sore Thumb Battlefoil,Ice,SP,165,Jim McMahon,0,
ST426,Boom,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,160,Boomer Esiason,0,
ST427,Dentist,Debut,Sore Thumb Battlefoil,Ice,SP,160,Richard Dent,0,
ST428,Vinniverde,Debut,Sore Thumb Battlefoil,Ice,SP,160,Vinny Testaverde,0,
ST429,Afterbern,Debut,Sore Thumb Battlefoil,Ice,SP,160,Bernie Kosar,0,
ST430,Sack King,Debut,Sore Thumb Battlefoil,Ice,SP,160,Bruce Smith,0,
ST431,Incredible Faulk,Debut,Sore Thumb Battlefoil,Ice,SP,160,Marshall Faulk,0,
ST432,Mann-O-War,Debut,Sore Thumb Battlefoil,Ice,SP,160,Charles Mann,0,
ST433,Timmy,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,155,Tim Brown,0,
ST434,Haley's Comet,Debut,Sore Thumb Battlefoil,Ice,SP,155,Charles Haley,0,
ST435,Ickey,Debut,Sore Thumb Battlefoil,Ice,SP,155,Ickey Woods,0,
ST436,Full Moon,Debut,Sore Thumb Battlefoil,Ice,SP,155,Warren Moon,0,
ST437,Philament,Debut,Sore Thumb Battlefoil,Ice,SP,155,Phil Simms,0,
ST438,Key Keeper,Debut,Sore Thumb Battlefoil,Ice,SP,155,Luke Kuechly,0,
ST439,T.D.,Debut,Sore Thumb Battlefoil,Ice,SP,155,Tony Dorsett,0,
ST440,Sterling,Tecmo Bowl,Sore Thumb Battlefoil,Ice,SP,150,Sterling Sharpe,0,
ST441,Too Tall,Debut,Sore Thumb Battlefoil,Ice,SP,150,"Ed ""Too Tall"" Jones",0,
ST442,Fridge,Debut,Sore Thumb Battlefoil,Ice,SP,150,William Perry,0,
ST443,Samurai Mike,Debut,Sore Thumb Battlefoil,Ice,SP,150,Mike Singletary,0,
ST444,Monk,Debut,Sore Thumb Battlefoil,Ice,SP,150,Art Monk,0,
ST445,Krieghawk,Debut,Sore Thumb Battlefoil,Ice,SP,150,Dave Krieg,0,
ST446,Undrafted Wrecking Ball,Debut,Sore Thumb Battlefoil,Ice,SP,150,Gary Clark,0,
ST447,Highjump,Debut,Sore Thumb Battlefoil,Ice,SP,150,Alonzo Highsmith,0,
ST448,Curt Locker,Debut,Sore Thumb Battlefoil,Ice,SP,150,Curt Warner,0,
ST449,Calf Roper,Debut,Sore Thumb Battlefoil,Ice,SP,145,Eric Metcalf,0,
ST450,Novacaine,Debut,Sore Thumb Battlefoil,Ice,SP,145,Jay Novacek,0,
ST451,Carrier,Debut,Sore Thumb Battlefoil,Ice,SP,145,Mark Carrier,0,
ST452,Amigo One,Debut,Sore Thumb Battlefoil,Ice,SP,145,Mark Jackson,0,
ST453,Quick Draw,Debut,Sore Thumb Battlefoil,Ice,SP,145,Mike Quick,0,
ST454,Bank Robber,Debut,Sore Thumb Battlefoil,Ice,SP,145,Carl Banks,0,
ST455,Claymore,Debut,Sore Thumb Battlefoil,Ice,SP,145,Clay Matthews Jr.,0,
ST456,Biscuit,Debut,Sore Thumb Battlefoil,Ice,SP,145,Cornelius Bennett,0,
ST457,Underdoug,Debut,Sore Thumb Battlefoil,Ice,SP,145,Doug Williams,0,
ST458,Mountain Drew,Debut,Sore Thumb Battlefoil,Ice,SP,140,Drew Bledsoe,0,
ST459,Dwight Noise,Debut,Sore Thumb Battlefoil,Ice,SP,140,Dwight Stephenson,0,
ST460,Green Light,Debut,Sore Thumb Battlefoil,Ice,SP,140,Harold Green,0,
ST461,K-Mack,Debut,Sore Thumb Battlefoil,Ice,SP,140,Kevin Mack,0,
ST462,Pepper Spray,Debut,Sore Thumb Battlefoil,Ice,SP,140,Pepper Johnson,0,
ST463,The Manster,Debut,Sore Thumb Battlefoil,Ice,SP,140,Randy White,0,
ST464,Woodchipper,Debut,Sore Thumb Battlefoil,Ice,SP,140,Rod Woodson,0,
ST465,Gaultfather,Debut,Sore Thumb Battlefoil,Ice,SP,140,Willie Gault,0,
ST466,Jolly Roger,Debut,Sore Thumb Battlefoil,Ice,SP,140,Roger Craig,0,
ST467,Sevenring,First Edition,Sore Thumb Battlefoil,Ice,SP,185,Tom Brady,0,
ST468,Joe Cool,First Edition,Sore Thumb Battlefoil,Ice,SP,185,Joe Montana,0,
ST469,Neon,First Edition,Sore Thumb Battlefoil,Ice,SP,180,Deion Sanders,0,
ST470,Sheriff,First Edition,Sore Thumb Battlefoil,Ice,SP,180,Peyton Manning,0,
ST471,Sweetest of Sweet,First Edition,Sore Thumb Battlefoil,Ice,SP,175,Walter Payton,0,
ST472,Hands,First Edition,Sore Thumb Battlefoil,Ice,SP,175,Jerry Rice,0,
ST473,Hands,First Edition,Sore Thumb Battlefoil,Ice,,135,Jerry Rice,0,
ST474,Joe Cool,First Edition,Sore Thumb Battlefoil,Ice,,135,Joe Montana,0,
ST475,Merlomes,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,135,Patrick Mahomes,0,
ST476,Dart-Board,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,135,Jaxson Dart,0,
ST477,Bison,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,135,Josh Allen,0,
ST478,Warp,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,135,Lamar Jackson,0,
ST479,Bayou,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,130,Ja'Marr Chase,0,
ST480,J-Jetts,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,130,Justin Jefferson,0,
ST481,Reindeer Hunter,First Edition,Sore Thumb Battlefoil,Ice,,130,Myles Garrett,0,
ST482,Swervin’,First Edition,Sore Thumb Battlefoil,Ice,,130,Michael Irvin,0,
ST483,MoD,First Edition,Sore Thumb Battlefoil,Ice,,130,Reggie White,0,
ST484,Quads,First Edition,Sore Thumb Battlefoil,Ice,,130,Saquon Barkley,0,
ST485,Darn Old,First Edition,Sore Thumb Battlefoil,Ice,,125,Sam Darnold,0,
ST486,Phoenix,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,125,Bo Nix,0,
ST487,Jax-In-the-Box,First Edition,Sore Thumb Battlefoil,Ice,,125,Jaxon Smith-Njigba,0,
ST488,Eagle-Eye,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,125,Jalen Hurts,0,
ST489,Shrouded,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,125,C.J. Stroud,0,
ST490,Myracle,First Edition,Sore Thumb Battlefoil,Ice,,125,Jahmyr Gibbs,0,
ST491,Skatter,First Edition,Sore Thumb Battlefoil,Ice,,120,Cam Skattebo,0,
ST492,Warden,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,120,Cam Ward,0,
ST493,Yeti,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,120,Travis Kelce,0,
ST494,BrockNess,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,120,Brock Bowers,0,
ST495,McArmyKnife,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,120,Christian McCaffrey,0,
ST496,Muffin Man,First Edition,Sore Thumb Battlefoil,Ice,,120,Baker Mayfield,0,
ST497,Youngblood,First Edition,Sore Thumb Battlefoil,Ice,,115,Bryce Young,0,
ST498,Switchblade,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,115,Travis Hunter,0,
ST499,McVillain,First Edition,Sore Thumb Battlefoil,Ice,,115,Tetairoa McMillan,0,
ST500,Quarter Staff,First Edition,Sore Thumb Battlefoil,Ice,,115,Matthew Stafford,0,
ST501,Judkernaught,First Edition,Sore Thumb Battlefoil,Ice,,115,Quinshon Judkins,0,
ST502,Jeanetic,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,115,Ashton Jeanty,0,
ST503,Coinslot,First Edition,Sore Thumb Battlefoil,Ice,,110,Daniel Jones,0,
ST504,Chanesaw,First Edition,Sore Thumb Battlefoil,Ice,,110,Devon Achane,0,
ST505,Mr. Irrelevant,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,110,Brock Purdy,0,
ST506,Shadowstrike,First Edition,Sore Thumb Battlefoil,Ice,,110,Davante Adams,0,
ST507,Shepherd,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,110,CeeDee Lamb,0,
ST508,Scary,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,110,Terry McLaurin,0,
ST509,Lawman,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,105,Trevor Lawrence,0,
ST510,Buttman,First Edition,Sore Thumb Battlefoil,Ice,,105,Marion Butts,0,
ST511,Criscross,First Edition,Sore Thumb Battlefoil,Ice,,105,Cris Carter,0,
ST512,Rockhead,First Edition,Sore Thumb Battlefoil,Ice,,105,Chris Doleman,0,
ST513,Brawn,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,105,A.J. Brown,0,
ST514,DeVaulta,First Edition,Sore Thumb Battlefoil,Ice,,105,DeVonta Smith,0,
ST515,Hot Sauce,First Edition,Sore Thumb Battlefoil,Ice,,100,Sauce Gardener,0,
ST516,First Leap,First Edition,Sore Thumb Battlefoil,Ice,,100,LeRoy Butler,0,
ST517,Friday,First Edition,Sore Thumb Battlefoil,Ice,,100,Deebo Samuel,0,
ST518,Barreler,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,100,Cooper Kupp,0,
ST519,Watterslide,First Edition,Sore Thumb Battlefoil,Ice,,100,Ricky Watters,0,
ST520,Cannon,First Edition,Sore Thumb Battlefoil,Ice,,100,Rich Gannon,0,
ST521,Furnest,First Edition,Sore Thumb Battlefoil,Ice,,95,Earnest Byner,0,
ST522,Hot Rod,First Edition,Sore Thumb Battlefoil,Ice,,95,Rodney Hampton,0,
ST523,Golden Bullet,Tecmo Bowl,Sore Thumb Battlefoil,Ice,,95,Matthew Golden,0,
ST524,Billiard,First Edition,Sore Thumb Battlefoil,Ice,,95,Dalton Hillard,0,
ST525,Ryptillian,First Edition,Sore Thumb Battlefoil,Ice,,95,Mark Rypien,0,
ST526,Flippa,First Edition,Sore Thumb Battlefoil,Ice,,95,Flipper Anderson,0,
ST527,Slaughterhouse,First Edition,Sore Thumb Battlefoil,Ice,,90,Webster Slaughter,0,
ST528,Hammer,First Edition,Sore Thumb Battlefoil,Ice,,90,Omarion Hampton,0,
ST529,Majik Man,First Edition,Sore Thumb Battlefoil,Ice,,90,Don Majkowski,0,
ST530,A Bear,First Edition,Sore Thumb Battlefoil,Ice,,90,Bobby Hebert,0,
ST531,Moose,First Edition,Sore Thumb Battlefoil,Ice,,90,Daryl Johnston,0,
ST532,Hillicopter,First Edition,Sore Thumb Battlefoil,Ice,,90,Drew Hill,0,
ST533,Bojax,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,185,Bo Jackson,0,
ST534,Attak,Unmasked,Sore Thumb Battlefoil,Steel,SP,185,Dak Prescott,0,
ST535,Pukadot,Unmasked,Sore Thumb Battlefoil,Steel,SP,185,Puka Nacua,0,
ST536,Duke of Denver,Debut,Sore Thumb Battlefoil,Steel,SP,170,John Elway,0,
ST537,Brees,Debut,Sore Thumb Battlefoil,Steel,SP,170,Drew Brees,0,
ST538,Fear Himself,Debut,Sore Thumb Battlefoil,Steel,SP,170,Lawrence Taylor,0,
ST539,Mossed,Debut,Sore Thumb Battlefoil,Steel,SP,170,Randy Moss,0,
ST540,Nigerian Nightmare,Debut,Sore Thumb Battlefoil,Steel,SP,170,Christian Okoye,0,
ST541,Marino,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,165,Dan Marino,0,
ST542,Young-Gunner,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,165,Steve Young,0,
ST543,Gronk,Debut,Sore Thumb Battlefoil,Steel,SP,165,Rob Gronkowski,0,
ST544,Hitt Man,Debut,Sore Thumb Battlefoil,Steel,SP,165,Ronnie Lott,0,
ST545,Island Time,Debut,Sore Thumb Battlefoil,Steel,SP,165,Darrelle Revis,0,
ST546,Emmitt-164,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,165,Emmitt Smith,0,
ST547,Troy of Dallas,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,160,Troy Aikman,0,
ST548,Goggles,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,160,Eric Dickerson,0,
ST549,Howietzer,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,160,Howie Long,0,
ST550,Thurmanator,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,160,Thurman Thomas,0,
ST551,Bus,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,160,Jerome Bettis,0,
ST552,Machine Gun,Debut,Sore Thumb Battlefoil,Steel,SP,160,Jim Kelly,0,
ST553,Cutback,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,155,Barry Sanders,0,
ST554,Sea-Largent,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,155,Steve Largent,0,
ST555,Boz,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,155,Brian Bosworth,0,
ST556,Allenwrench,Tecmo Bowl,Sore Thumb Battlefoil,Steel,SP,155,Marcus Allen,0,
ST557,Ultimate Weapon,Debut,Sore Thumb Battlefoil,Steel,SP,155,Randall Cunningham,0,
ST558,Shuffler,Debut,Sore Thumb Battlefoil,Steel,SP,155,Jim McMahon,0,
